242,00    -0,98087920    0,99163203    0,98107948    0,98130239    0,98489582    0,98509921    0,98622346    0,98557567    0,98678575    0,98586773    0,98644511    0,98562671    0,98679587    0,98586966    0,98644544    0,98562676    0,98679588    0,98586966    0,98644544    0,98562676    0,98679588    0,98586968    0,98644557    0,98562750    0,98679969    0,98588798    0,98651540    0,98586350    0,98751271    0,98769325    1,89231947    1,89667236    1,97669312    1,98225374    0,98515874    0,98515874
253,00    -1,00554498    0,98149550    0,96761044    0,95846943    0,95314684    0,93902325    0,94099742    0,94651946    0,94902022    0,93782948    0,94069811    0,94645110    0,94900714    0,93782745    0,94069785    0,94645107    0,94900714    0,93782745    0,94069785    0,94645107    0,94900714    0,93782743    0,94069774    0,94645032    0,94900322    0,93781028    0,94062777    0,94620190    0,94832325    0,93633774    1,89338313    1,89842118    1,97392851    1,96246815    -1,96152062    -1,96152062
264,00    -1,00576262    1,00936967    1,02440954    1,02825824    1,02629882    1,02031475    1,02036755    1,02274789    1,02304165    1,01855962    1,01977028    1,02259990    1,02300937    1,01855214    1,01976886    1,02259967    1,02300934    1,01855213    1,01976886    1,02259967    1,02300933    1,01855204    1,01976835    1,02259729    1,02299799    1,01850000    1,01959704    1,02211319    1,02168064    1,01529679    1,89520314    1,90016178    1,97147825    1,96257517    -1,78982018    -1,78982018
275,00    -0,98305186    1,01978960    1,03043793    1,03892458    1,04623290    1,05376160    1,05444530    1,05130277    1,05128498    1,05567323    1,05501973    1,05144433    1,05131521    1,05567943    1,05502082    1,05144449    1,05131523    1,05567943    1,05502082    1,05144449    1,05131524    1,05567950    1,05502120    1,05144643    1,05132445    1,05571952    1,05515792    1,05184802    1,05236701    1,05813630    1,89668917    1,90175889    1,96919834    1,96290691    -1,57859530    -1,57859530
286,00    -0,98506420    0,99621133    0,98963314    0,99061962    0,99479273    0,99575304    0,99728909    0,99685136    0,99798758    0,99725879    0,99781217    0,99699706    0,99802213    0,99726667    0,99781376    0,99699734    0,99802218    0,99726668    0,99781376    0,99699735    0,99802220    0,99726679    0,99781431    0,99699995    0,99803358    0,99731232    0,99795971    0,99741019    0,99905690    0,99946896    1,89737111    1,90322338    1,96707653    1,96379204    -1,26749613    -1,26749613
297,00    -1,01005364    0,98049290    0,97111825    0,96458666    0,96043795    0,94858680    0,95014097    0,95433846    0,95652042    0,94735990    0,94979240    0,95424368    0,95649893    0,94735622    0,94979185    0,95424361    0,95649893    0,94735622    0,94979185    0,95424361    0,95649893    0,94735621    0,94979169    0,95424258    0,95649438    0,94734097    0,94973645    0,95406406    0,95606345    0,94649377    1,89802147    1,90467189    1,96520043    1,98172193    1,99241128    1,99241128
308,00    -1,00283420    1,00476681    1,01426046    1,01600712    1,01291219    1,00462287    1,00425046    1,00685562    1,00745605    1,00151145    1,00305422    1,00650589    1,00736647    1,00148744    1,00304895    1,00650491    1,00736630    1,00148741    1,00304894    1,00650490    1,00736624    1,00148704    1,00304729    1,00649808    1,00733873    1,00137924    1,00273739    1,00573061    1,00556905    0,99763253    1,89928165    1,90589441    1,96335553    1,97965341    1,89403995    1,89403995
319,00    -0,97843894    1,02119650    1,02922036    1,03626211    1,04291767    1,04959126    1,05065989    1,04830535    1,04839379    1,05195005    1,05146789    1,04853553    1,04845131    1,05196410    1,05147076    1,04853602    1,04845138    1,05196411    1,05147076    1,04853603    1,04845141    1,05196428    1,05147159    1,04853959    1,04846568    1,05201836    1,05163108    1,04894515    1,04939480    1,05405535    1,90051694    1,90700107    1,96162721    1,97656978    1,73020925    1,73020925
330,00    -0,98664218    0,99964202    0,99570587    0,99713931    1,00139861    1,00268004    1,00456885    1,00449391    1,00561535    1,00493771    1,00547991    1,00479055    1,00569750    1,00495970    1,00548510    1,00479164    1,00569770    1,00495974    1,00548511    1,00479165    1,00569778    1,00496010    1,00548669    1,00479808    1,00572205    1,00504380    1,00571705    1,00536063    1,00694602    1,00735206    1,90097193    1,90801337    1,96001769    1,97348430    1,52985134    1,52985134
341,00    -1,01454324    0,97977303    0,97430800    0,97010616    0,96714250    0,95697500    0,95836216    0,96182648    0,96377629    0,95589542    0,95804285    0,96173050    0,96375218    0,95589158    0,95804236    0,96173045    0,96375219    0,95589159    0,95804236    0,96173046    0,96375220    0,95589162    0,95804234    0,96172992    0,96374995    0,95588767    0,95802213    0,96164868    0,96354778    0,95546521    1,90134206    1,90894168    1,95852131    1,97008247    1,23752111    1,23752111
352,00    -1,00209991    1,00112182    1,00720500    1,00787661    1,00462969    0,99556127    0,99489520    0,99720996    0,99793552    0,99144835    0,99312127    0,99661186    0,99775943    0,99139456    0,99310774    0,99660894    0,99775885    0,99139444    0,99310772    0,99660890    0,99775866    0,99139349    0,99310390    0,99659499    0,99770993    0,99122739    0,99268123    0,99565766    0,99578624    0,98751698    1,90221167    1,90970368    1,95704583    1,95034650    -1,94113187    -1,94113187
363,00    -0,97422395    1,02231297    1,02765736    1,03300951    1,03862596    1,04412525    1,04533269    1,04358185    1,04378814    1,04654975    1,04624048    1,04386905    1,04386885    1,04657230    1,04624563    1,04387003    1,04386902    1,04657232    1,04624563    1,04387004    1,04386906    1,04657260    1,04624683    1,04387456    1,04388483    1,04662662    1,04639030    1,04420655    1,04459602    1,04819115    1,90323199    1,91050361    1,95577158    1,94946542    -1,87059986    -1,87059986
374,00    -0,98614249    1,00252536    1,00015913    1,00178070    1,00585425    1,00718860    1,00930373    1,00955950    1,01070976    1,01007342    1,01061603    1,01004476    1,01086287    1,01012053    1,01062879    1,01004783    1,01086353    1,01012067    1,01062882    1,01004788    1,01086374    1,01012159    1,01063232    1,01006037    1,01090529    1,01024855    1,01094189    1,01073504    1,01223360    1,01257930    1,90354514    1,91126178    1,95460983    1,95065284    -1,68040733    -1,68040733
385,00    -1,01880021    0,97920964    0,97704927    0,97482133    0,97290962    0,96406338    0,96540049    0,96843129    0,97021645    0,96323090    0,96517393    0,96836467    0,97020058    0,96323073    0,96517464    0,96836496    0,97020068    0,96323077    0,96517465    0,96836498    0,97020073    0,96323097    0,96517521    0,96836627    0,97020451    0,96324649    0,96520080    0,96838279    0,97018332    0,96310496    1,90372906    1,91196025    1,95353347    1,95211157    -1,42930461    -1,42930461
396,00    -1,00298129    0,99787715    1,00215618    1,00247392    0,99957620    0,99050630    0,98975527    0,99173301    0,99248058    0,98583751    0,98753500    0,99089105    0,99220168    0,98574189    0,98750784    0,99088436    0,99220017    0,98574154    0,98750775    0,99088425    0,99219972    0,98573958    0,98750074    0,99086140    0,99212852    0,98552360    0,98700474    0,98985589    0,99023228    0,98209244    1,90432778    1,91261489    1,95254693    1,95511377    -0,88329218    -0,88329218
407,00    -0,97067334    1,02326927    1,02605083    1,02970899    1,03420387    1,03843228    1,03961506    1,03829841    1,03860867    1,04061312    1,04047346    1,03858765    1,03869636    1,04063991    1,04047992    1,03858893    1,03869658    1,04063994    1,04047992    1,03858893    1,03869661    1,04064019    1,04048099    1,03859260    1,03870803    1,04067790    1,04057725    1,03880951    1,03917593    1,04178804    1,90516915    1,91330775    1,95171831    1,97171741    1,96035475    1,96035475
418,00    -0,98385284    1,00520479    1,00354204    1,00511792    1,00886480    1,01008589    1,01229770    1,01279829    1,01399708    1,01340702    1,01396167    1,01348102    1,01423743    1,01349044    1,01398710    1,01348788    1,01423908    1,01349084    1,01398721    1,01348801    1,01423956    1,01349274    1,01399363    1,01350846    1,01430065    1,01366187    1,01436723    1,01425225    1,01565930    1,01593306    1,90539256    1,91381884    1,95083010    1,96924096    1,80718542    1,80718542
429,00    -1,02270052    0,97879798    0,97936213    0,97877468    0,97776970    0,97000544    0,97134253    0,97408763    0,97575786    0,96945760    0,97124618    0,97407619    0,97576280    0,96946673    0,97125025    0,97407750    0,97576320    0,96946687    0,97125030    0,97407756    0,97576336    0,96946749    0,97125208    0,97408231    0,97577664    0,96950769    0,97132581    0,97418389    0,97588792    0,96954823    1,90545173    1,91428841    1,95000621    1,96677377    1,62625254    1,62625254
440,00    -1,00514175    0,99468941    0,99838622    0,99885361    0,99652721    0,98782017    0,98714430    0,98886818    0,98959823    0,98297555    0,98464390    0,98782370    0,98921597    0,98283054    0,98459802    0,98781105    0,98921280    0,98282972    0,98459779    0,98781079    0,98921192    0,98282629    0,98458681    0,98777831    0,98912025    0,98257376    0,98405415    0,98677417    0,98734199    0,97949620    1,90585735    1,91472205    1,94924422    1,96415083    1,38911829    1,38911829
451,00    -0,96797399    1,02409625    1,02453913    1,02661819    1,03004486    1,03303596    1,03411307    1,03311328    1,03350327    1,03478920    1,03480787    1,03334934    1,03357579    1,03481156    1,03481280    1,03335010    1,03357584    1,03481154    1,03481278    1,03335007    1,03357577    1,03481144    1,03481277    1,03335036    1,03357683    1,03482002    1,03484497    1,03344287    1,03382292    1,03554509    1,90654805    1,91511571    1,94853300    1,96022090    0,88458472    0,88458472
462,00    -0,97995494    1,00789137    1,00623361    1,00754331    1,01088275    1,01188703    1,01409111    1,01474841    1,01599523    1,01544308    1,01601946    1,01561040    1,01632805    1,01557136    1,01606274    1,01562330    1,01633149    1,01557228    1,01606302    1,01562359    1,01633243    1,01557562    1,01607325    1,01565310    1,01641286    1,01578112    1,01649186    1,01642797    1,01774949    1,01794314    1,90671509    1,91538423    1,94778440    1,94228756    -1,94550220    -1,94550220
473,00    -1,02611516    0,97859703    0,98131792    0,98207056    0,98184182    0,97498894    0,97634610    0,97888010    0,98046933    0,97472599    0,97639413    0,97894023    0,98050602    0,97475064    0,97640445    0,97894369    0,98050710    0,97475102    0,97640458    0,97894383    0,98050749    0,97475240    0,97640839    0,97895363    0,98053280    0,97481930    0,97652688    0,97912288    0,98073547    0,97497483    1,90669410    1,91575606    1,94721048    1,94393146    -1,77085514    -1,77085514
484,00    -1,00838307    0,99133505    0,99540368    0,99638807    0,99472771    0,98654138    0,98603660    0,98760015    0,98830886    0,98179809    0,98341243    0,98641209    0,98783560    0,98160192    0,98334422    0,98639134    0,98782985    0,98160026    0,98334371    0,98639084    0,98782836    0,98159501    0,98332838    0,98634918    0,98772021    0,98131989    0,98278741    0,98538774    0,98609652    0,97859619    1,90696346    1,91610118    1,94668169    1,94570356    -1,55383880    -1,55383880
495,00    -0,96628420    1,02475968    1,02316037    1,02383992    1,02630728    1,02815896    1,02910380    1,02834800    1,02879528    1,02941061    1,02957088    1,02849048    1,02883179    1,02941794    1,02956995    1,02848919    1,02883119    1,02941769    1,02956983    1,02848906    1,02883085    1,02941676    1,02956756    1,02848345    1,02881696    1,02938918    1,02953211    1,02846268    1,02888271    1,02981192    1,90753331    1,91642447    1,94619737    1,94801533    -1,22189302    -1,22189302
506,00    -0,97460897    1,01072097    1,00850633    1,00933968    1,01221203    1,01293178    1,01505398    1,01579551    1,01707758    1,01654090    1,01714547    1,01679975    1,01749707    1,01671804    1,01721074    1,01682097    1,01750326    1,01671987    1,01721134    1,01682154    1,01750486    1,01672510    1,01722597    1,01686025    1,01760243    1,01695844    1,01767063    1,01763600    1,01888269    1,01898407    1,90766945    1,91683490    1,94585739    1,96803782    2,02173576    2,02173576
517,00    -1,02886118    0,97870697    0,98300979    0,98482347    0,98525306    0,97918011    0,98056500    0,98292854    0,98445862    0,97918350    0,98075555    0,98306699    0,98453454    0,97922923    0,98077530    0,98307405    0,98453685    0,97923008    0,98077562    0,98307436    0,98453765    0,97923263    0,98078225    0,98309047    0,98457629    0,97932557    0,98093897    0,98330981    0,98483818    0,97955113    1,90759702    1,91707010    1,94540510    1,96594250    1,87872197    1,87872197
528,00    -1,01258731    0,98767033    0,99287595    0,99465909    0,99371005    0,98610506    0,98581995    0,98729633    0,98799515    0,98164875    0,98320042    0,98602664    0,98745118    0,98140501    0,98310836    0,98599612    0,98744197    0,98140209    0,98310739    0,98599526    0,98743970    0,98139479    0,98308773    0,98594571    0,98731985    0,98110944    0,98255825    0,98504862    0,98585861    0,97871098    1,90776797    1,91728630    1,94498619    1,96379087    1,71216433    1,71216433
539,00    -0,96575660    1,02517181    1,02188660    1,02138977    1,02303013    1,02386728    1,02468192    1,02412545    1,02461395    1,02461726    1,02490040    1,02415304    1,02459955    1,02459970    1,02488874    1,02414766    1,02459752    1,02459891    1,02488839    1,02414732    1,02459669    1,02459656    1,02488268    1,02413383    1,02456539    1,02453136    1,02478505    1,02402044    1,02449561    1,02472850    1,90823849    1,91748705    1,94460004    1,96156042    1,50646137    1,50646137
550,00    -0,96802340    1,01378063    1,01055920    1,01071635    1,01306540    1,01345187    1,01544295    1,01621505    1,01751448    1,01696288    1,01759874    1,01731515    1,01800627    1,01718789    1,01768827    1,01734657    1,01801620    1,01719111    1,01768941    1,01734755    1,01801866    1,01719854    1,01770862    1,01739471    1,01812984    1,01745027    1,01816258    1,01814932    1,01933327    1,01932740    1,90835173    1,91766710    1,94423796    1,95887435    1,19500629    1,19500629
561,00    -1,03066111    0,97925875    0,98454231    0,98714416    0,98811852    0,98271596    0,98413082    0,98634910    0,98783377    0,98295900    0,98445285    0,98656506    0,98795240    0,98302984    0,98448498    0,98657730    0,98795666    0,98303148    0,98448564    0,98657790    0,98795807    0,98303564    0,98449576    0,98660112    0,98801020    0,98315209    0,98468291    0,98685484    0,98830728    0,98341802    1,90824795    1,91771661    1,94379053    1,93834407    -2,01254105    -2,01254105
572,00    -1,01768021    0,98362091    0,99058215    0,99338623    0,99317814    0,98617212    0,98612704    0,98756715    0,98827164    0,98212056    0,98360978    0,98627244    0,98768060    0,98183681    0,98349452    0,98623124    0,98766718    0,98183220    0,98349288    0,98622989    0,98766401    0,98182278    0,98346929    0,98617421    0,98753724    0,98153712    0,98296402    0,98535073    0,98623223    0,97942670    1,90834948    1,91790369    1,94351347    1,94006912    -1,85315619    -1,85315619
583,00    -0,96654700    1,02519019    1,02064318    1,01923337    1,02019282    1,02014923    1,02084878    1,02046258    1,02098246    1,02043932    1,02082729    1,02037054    1,02090955    1,02038967    1,02080045    1,02035888    1,02090515    1,02038791    1,02079967    1,02035815    1,02090354    1,02038353    1,02078955    1,02033563    1,02085440    1,02028338    1,02064005    1,02015252    1,02068908    1,02031815    1,90874045    1,91808213    1,94326283    1,94200422    -1,65885292    -1,65885292
594,00    -0,96052140    1,01712025    1,01253641    1,01182923    1,01359634    1,01361036    1,01543822    1,01620337    1,01750190    1,01690316    1,01757057    1,01735118    1,01804647    1,01717062    1,01768443    1,01739390    1,01806095    1,01717574    1,01768635    1,01739546    1,01806443    1,01718550    1,01770993    1,01744966    1,01818509    1,01744654    1,01815964    1,01816828    1,01930129    1,01917288    1,90884145    1,91824637    1,94303078    1,94419018    -1,39752298    -1,39752298
605,00    -1,03109768    0,98040687    0,98602770    0,98913720    0,99053876    0,98570831    0,98715181    0,98924281    0,99069071    0,98616078    0,98758976    0,98953042    0,99085208    0,98625890    0,98763658    0,98954939    0,99085909    0,98626175    0,98763778    0,98955044    0,99086133    0,98626791    0,98765190    0,98958104    0,99092617    0,98640424    0,98786159    0,98985609    0,99124116    0,98669141    1,90872417    1,91840880    1,94282689    1,94854989    -0,71152781    -0,71152781
616,00    -1,02360349    0,97919041    0,98838591    0,99238196    0,99294033    0,98653336    0,98673433    0,98817222    0,98889704    0,98295848    0,98439004    0,98690017    0,98828254    0,98264471    0,98425411    0,98684826    0,98826446    0,98263803    0,98425157    0,98684629    0,98826032    0,98262660    0,98422470    0,98678644    0,98813088    0,98234805    0,98375110    0,98603837    0,98696970    0,98048856    1,90877670    1,91863655    1,94271382    1,96470438    1,94589676    1,94589676
627,00    -0,96881530    1,02460831    1,01931884    1,01730724    1,01774574    1,01695689    1,01756226    1,01732563    1,01787159    1,01684969    1,01732643    1,01712086    1,01773909    1,01676408    1,01728113    1,01710093    1,01773130    1,01676081    1,01727964    1,01709962    1,01772863    1,01675390    1,01726447    1,01706774    1,01766283    1,01662397    1,01707507    1,01683605    1,01743423    1,01654503    1,90910166    1,91873218    1,94249859    1,96270642    1,79054751    1,79054751
638,00    -0,95259938    1,02075624    1,01453745    1,01279264    1,01391726    1,01352494    1,01516795    1,01590057    1,01718187    1,01650614    1,01720335    1,01705101    1,01775764    1,01680742    1,01733949    1,01710521    1,01777721    1,01681487    1,01734246    1,01710750    1,01778179    1,01682693    1,01736986    1,01716696    1,01790778    1,01708931    1,01780511    1,01784054    1,01893327    1,01866864    1,90919407    1,91881874    1,94229800    1,96067601    1,60581612    1,60581612
649,00    -1,02956243    0,98232060    0,98758407    0,99090195    0,99260198    0,98824955    0,98971653    0,99169414    0,99311083    0,98887853    0,99025275    0,99204463    0,99331232    0,98900430    0,99031568    0,99207158    0,99332284    0,98900882    0,99031770    0,99207327    0,99332615    0,98901731    0,99033609    0,99211107    0,99340225    0,98916941    0,99056104    0,99239715    0,99372318    0,98946585    1,90907027    1,91889577    1,94210983    1,95842665    1,35926029    1,35926029
660,00    -1,03028761    0,97448237    0,98622170    0,99152442    0,99287110    0,98705659    0,98750349    0,98896203    0,98971923    0,98400109    0,98538176    0,98775079    0,98910297    0,98366830    0,98522906    0,98768895    0,98908010    0,98365927    0,98522542    0,98768625    0,98907497    0,98364605    0,98519609    0,98762412    0,98894643    0,98337983    0,98475788    0,98694911    0,98791463    0,98173759    1,90908538    1,91895652    1,94192585    1,95425286    0,73295426    0,73295426
671,00    -0,97272094    1,02314123    1,01777064    1,01553039    1,01562595    1,01422727    1,01476294    1,01466033    1,01522994    1,01379507    1,01434692    1,01435673    1,01504163    1,01367285    1,01428136    1,01432700    1,01502952    1,01366747    1,01427882    1,01432488    1,01502553    1,01365766    1,01425835    1,01428404    1,01494526    1,01350421    1,01404068    1,01402146    1,01467781    1,01334746    1,90935591    1,91893352    1,94167914    1,93765525    -1,92925127    -1,92925127
682,00    -0,94496024    1,02466927    1,01662098    1,01368631    1,01411014    1,01328192    1,01472438    1,01540688    1,01665739    1,01587934    1,01660340    1,01652043    1,01724298    1,01620393    1,01675811    1,01658536    1,01726779    1,01621403    1,01676236    1,01658851    1,01727349    1,01622818    1,01679279    1,01665131    1,01740100    1,01648542    1,01720644    1,01727517    1,01833681    1,01792496    1,90944379    1,91903016    1,94156530    1,93967841    -1,75149009    -1,75149009
