1000,00    -0,91020246    1,03799135    1,01834635    1,00897202    1,00571569    1,00126468    1,00184318    1,00283565    1,00395497    1,00110066    1,00218804    1,00322888    1,00426912    1,00135616    1,00235631    1,00332519    1,00432051    1,00138720    1,00237470    1,00333888    1,00433703    1,00141595    1,00242001    1,00340897    1,00444704    1,00159447    1,00264621    1,00367042    1,00474485    1,00194861    1,90994115    1,91984851    1,94010436    1,93970920    -1,63459631    -1,63459631
1100,00    -0,93188041    1,00902389    0,99497516    0,99401595    0,99599510    0,99303545    0,99495208    0,99682314    0,99808518    0,99421882    0,99540334    0,99690395    0,99803034    0,99412468    0,99532493    0,99685333    0,99800130    0,99410652    0,99531435    0,99684627    0,99799396    0,99409450    0,99529487    0,99681393    0,99793824    0,99399374    0,99514463    0,99659658    0,99761324    0,99347477    1,90991812    1,91988601    1,94001127    1,93884371    -1,71144572    -1,71144572
1200,00    -1,03830989    0,97456209    0,97833070    0,98971824    0,99800606    0,99828660    1,00097332    1,00266219    1,00387547    1,00089712    1,00187723    1,00285364    1,00382334    1,00076934    1,00176206    1,00277422    1,00377335    1,00073339    1,00173788    1,00275581    1,00375362    1,00070341    1,00169632    1,00269875    1,00367232    1,00057995    1,00155033    1,00254172    1,00350360    1,00038512    1,90998004    1,91990065    1,93996267    1,93803166    -1,78190680    -1,78190680
1300,00    -1,09665140    0,94685069    0,97742738    0,99638587    1,00498099    1,00493343    1,00632189    1,00695210    1,00775107    1,00523314    1,00608002    1,00675215    1,00766846    1,00522413    1,00610278    1,00677901    1,00769017    1,00524216    1,00611562    1,00678867    1,00770009    1,00525718    1,00613745    1,00682136    1,00775216    1,00534645    1,00626193    1,00698917    1,00798886    1,00570898    1,91002320    1,91990380    1,93993528    1,93724633    -1,84739602    -1,84739602
1400,00    -1,08859285    0,94146206    0,98858075    1,00419224    1,00748177    1,00404228    1,00378647    1,00386173    1,00438182    1,00120318    1,00212353    1,00309757    1,00410024    1,00112716    1,00213165    1,00312713    1,00412921    1,00115408    1,00215276    1,00314429    1,00414674    1,00117820    1,00218315    1,00318247    1,00419711    1,00125015    1,00226421    1,00326569    1,00428256    1,00134574    1,90999759    1,91990091    1,93991773    1,93647282    -1,90887423    -1,90887423
1500,00    -1,05589095    0,96976980    1,00473590    1,00951796    1,00728580    1,00141574    1,00073113    1,00109464    1,00184705    0,99842785    0,99949102    1,00069250    1,00174972    0,99841298    0,99948921    1,00068769    1,00174185    0,99840304    0,99947997    1,00067929    1,00173257    0,99838936    0,99946114    1,00065263    1,00169220    0,99832298    0,99937186    1,00053662    1,00153411    0,99808732    1,90997749    1,91989523    1,93990509    1,93570239    -1,96702756    -1,96702756
1600,00    -1,01391089    1,01924536    1,02009131    1,01290576    1,00754772    1,00151841    1,00147570    1,00241280    1,00359656    1,00072618    1,00183878    1,00290321    1,00392820    1,00092502    1,00192666    1,00292968    1,00392780    1,00091355    1,00191303    1,00291645    1,00391372    1,00089485    1,00189100    1,00289074    1,00388188    1,00085128    1,00184370    1,00284393    1,00383521    1,00079983    1,90999656    1,91989878    1,93990485    1,93546227    -2,00844811    -2,00844811
1700,00    -0,96850553    1,05147990    1,02726935    1,01267800    1,00678206    1,00169410    1,00246776    1,00374599    1,00505802    1,00243762    1,00348328    1,00439925    1,00537847    1,00258913    1,00354291    1,00442086    1,00538773    1,00259619    1,00354946    1,00442757    1,00539585    1,00260835    1,00356560    1,00444925    1,00542715    1,00265800    1,00362999    1,00452981    1,00553337    1,00281262    1,91001169    1,92000521    1,94000689    1,95214865    0,62749037    0,62749037
1800,00    -0,92519611    1,05365560    1,02286900    1,00797682    1,00389273    1,00000578    1,00143483    1,00286981    1,00407149    1,00113904    1,00211979    1,00308259    1,00405720    1,00105092    1,00204393    1,00303920    1,00403905    1,00104674    1,00204732    1,00304600    1,00404807    1,00105929    1,00206176    1,00306207    1,00406701    1,00108421    1,00208804    1,00308740    1,00409165    1,00111099    1,91000071    1,92002108    1,94002153    1,95470492    1,06791929    1,06791929
1900,00    -0,89373875    1,03820825    1,01043598    1,00113012    1,00086919    0,99860210    1,00062940    1,00216788    1,00329861    1,00016929    1,00114515    1,00217527    1,00317060    1,00003275    1,00105648    1,00212938    1,00314898    1,00002069    1,00104906    1,00212345    1,00314238    1,00001106    1,00103658    1,00210722    1,00311973    0,99997613    1,00099243    1,00205341    1,00305047    0,99987708    1,90999269    1,92002970    1,94002950    1,95592146    1,24578414    1,24578414
2000,00    -0,89972336    1,01547729    0,99561397    0,99531907    0,99969174    0,99909658    1,00143980    1,00290523    1,00399132    1,00097573    1,00195942    1,00295909    1,00396486    1,00096655    1,00197206    1,00297666    1,00397804    1,00097454    1,00197431    1,00297483    1,00397337    1,00096692    1,00196528    1,00296493    1,00396205    1,00095241    1,00195032    1,00295082    1,00394856    1,00093788    1,90999991    1,92003683    1,94003622    1,95684780    1,36841301    1,36841301
2100,00    -0,98085952    0,98874572    0,98331862    0,99264765    1,00039547    1,00044868    1,00247874    1,00361158    1,00455285    1,00157780    1,00254278    1,00350294    1,00450147    1,00158670    1,00257496    1,00353251    1,00452183    1,00160130    1,00258433    1,00353900    1,00452779    1,00160909    1,00259388    1,00355093    1,00454391    1,00163337    1,00262388    1,00358665    1,00458894    1,00169677    1,91000510    1,92004336    1,94004246    1,95765460    1,46703821    1,46703821
2200,00    -1,07622231    0,96021230    0,97767457    0,99411170    1,00229803    1,00150860    1,00270980    1,00342496    1,00419269    1,00108870    1,00204128    1,00302395    1,00401842    1,00101849    1,00201614    1,00301351    1,00401234    1,00101393    1,00201385    1,00301354    1,00401439    1,00101803    1,00201902    1,00301929    1,00402092    1,00102627    1,00202738    1,00302706    1,00402824    1,00103408    1,91000078    1,92004960    1,94004845    1,95839905    1,55188742    1,55188742
2300,00    -1,09689056    0,94164937    0,98180920    0,99948333    1,00492222    1,00234545    1,00266150    1,00310835    1,00383242    1,00068741    1,00166706    1,00268653    1,00369077    1,00064123    1,00164916    1,00267475    1,00368063    1,00063135    1,00164134    1,00266884    1,00367542    1,00062510    1,00163416    1,00266029    1,00366424    1,00060864    1,00161420    1,00263696    1,00363534    1,00056844    1,90999778    1,92005580    1,94005442    1,95910737    1,62760782    1,62760782
2400,00    -1,07382498    0,95097159    0,99556794    1,00659650    1,00735857    1,00291937    1,00268670    1,00311737    1,00394845    1,00092087    1,00194453    1,00296878    1,00398239    1,00098695    1,00199018    1,00299229    1,00399318    1,00099247    1,00199259    1,00299279    1,00399231    1,00099033    1,00198974    1,00298954    1,00398860    1,00098566    1,00198504    1,00298522    1,00398458    1,00098140    1,91000064    1,92006208    1,94006047    1,95979397    1,69673145    1,69673145
2500,00    -1,03559133    0,99400299    1,01306256    1,01204435    1,00834142    1,00267496    1,00240411    1,00304467    1,00403719    1,00111377    1,00216019    1,00317434    1,00418383    1,00121815    1,00221443    1,00319905    1,00419564    1,00122606    1,00222016    1,00320350    1,00419969    1,00123087    1,00222548    1,00320958    1,00420737    1,00124193    1,00223866    1,00322473    1,00422586    1,00126736    1,91000266    1,92006846    1,94006662    1,96046772    1,76080625    1,76080625
2600,00    -0,99128110    1,03941903    1,02519495    1,01342141    1,00736307    1,00154845    1,00174421    1,00273350    1,00386932    1,00095882    1,00200218    1,00301312    1,00401215    1,00101032    1,00200733    1,00300509    1,00400400    1,00100411    1,00200392    1,00300377    1,00400401    1,00100506    1,00200540    1,00300554    1,00400606    1,00100766    1,00200800    1,00300791    1,00400826    1,00100997    1,91000106    1,92007495    1,94007287    1,96113456    1,82085653    1,82085653
2700,00    -0,94611614    1,05560180    1,02622680    1,01047412    1,00500456    1,00020115    1,00120484    1,00255556    1,00378704    1,00086618    1,00189459    1,00290042    1,00389425    1,00087092    1,00187085    1,00287893    1,00388039    1,00086147    1,00186491    1,00287499    1,00387719    1,00085787    1,00186107    1,00287074    1,00387198    1,00085052    1,00185245    1,00286098    1,00386022    1,00083450    1,91000000    1,92008162    1,94007930    1,96179870    1,87760044    1,87760044
2800,00    -0,90690573    1,04718850    1,01723808    1,00461295    1,00231554    0,99929351    1,00112343    1,00269601    1,00393828    1,00100908    1,00201477    1,00300601    1,00399946    1,00099633    1,00199609    1,00299689    1,00399757    1,00099766    1,00199790    1,00299805    1,00399796    1,00099743    1,00199724    1,00299715    1,00399685    1,00099600    1,00199581    1,00299584    1,00399565    1,00099475    1,91000120    1,92008851    1,94008592    1,96246333    1,93156402    1,93156402
2900,00    -0,88947324    1,02730231    1,00302917    0,99810905    1,00031101    0,99909523    1,00140298    1,00295126    1,00409650    1,00112059    1,00209755    1,00307639    1,00406925    1,00107910    1,00207805    1,00307332    1,00407284    1,00108472    1,00208281    1,00307677    1,00407553    1,00108750    1,00208561    1,00307972    1,00407904    1,00109236    1,00209122    1,00308599    1,00408650    1,00110244    1,91000205    1,92009562    1,94009276    1,96313087    1,98314600    1,98314600
3000,00    -0,93103723    1,00244989    0,98881088    0,99346444    0,99978567    0,99963747    1,00186133    1,00314883    1,00412812    1,00107406    1,00202924    1,00300845    1,00400200    1,00100102    1,00200116    1,00300122    1,00400116    1,00100121    1,00200109    1,00300099    1,00400101    1,00100126    1,00200136    1,00300141    1,00400158    1,00100202    1,00200213    1,00300212    1,00400222    1,00100268    1,91000123    1,92009212    1,94008958    1,96326243    2,01693833    2,01693833
3100,00    -1,03628152    0,97407619    0,97931348    0,99270870    1,00104832    1,00076581    1,00238526    1,00329249    1,00411768    1,00101329    1,00196765    1,00295684    1,00395559    1,00094943    1,00195123    1,00295489    1,00395544    1,00094819    1,00194929    1,00295290    1,00395358    1,00094615    1,00194726    1,00295084    1,00395122    1,00094295    1,00194362    1,00294683    1,00394650    1,00093663    1,90999952    1,91998631    1,93998644    1,94655485    -0,66045477    -0,66045477
3200,00    -1,09516831    0,94849312    0,97841275    0,99643777    1,00362297    1,00203406    1,00279009    1,00335932    1,00410891    1,00101109    1,00198570    1,00298732    1,00399306    1,00099641    1,00199835    1,00299917    1,00399944    1,00099946    1,00199951    1,00299955    1,00399954    1,00099942    1,00199937    1,00299934    1,00399925    1,00099903    1,00199897    1,00299897    1,00399891    1,00099868    1,90999972    1,91996979    1,93997036    1,94391374    -1,10223962    -1,10223962
3300,00    -1,08829904    0,94184885    0,98780671    1,00313274    1,00636480    1,00285577    1,00285579    1,00326874    1,00404672    1,00099375    1,00199813    1,00301100    1,00402023    1,00102847    1,00202937    1,00302768    1,00402739    1,00103179    1,00203111    1,00302891    1,00402853    1,00103314    1,00203248    1,00303031    1,00403011    1,00103523    1,00203484    1,00303287    1,00403308    1,00103920    1,90999986    1,91996029    1,93996113    1,94259369    -1,28694646    -1,28694646
3400,00    -1,05574135    0,96943696    1,00444084    1,00971585    1,00805727    1,00286622    1,00253449    1,00303707    1,00393408    1,00094051    1,00197165    1,00299153    1,00399948    1,00100172    1,00200156    1,00300095    1,00400052    1,00100034    1,00200024    1,00300019    1,00400018    1,00100023    1,00200026    1,00300028    1,00400033    1,00100043    1,00200046    1,00300047    1,00400050    1,00100061    1,90999949    1,91995232    1,93995341    1,94156956    -1,41536696    -1,41536696
3500,00    -1,01372624    1,01938207    1,02030551    1,01326003    1,00801381    1,00209626    1,00199208    1,00279346    1,00385388    1,00091882    1,00196430    1,00298309    1,00398706    1,00098431    1,00198339    1,00298372    1,00398347    1,00098058    1,00198093    1,00298225    1,00398246    1,00097961    1,00198000    1,00298132    1,00398143    1,00097825    1,00197848    1,00297969    1,00397955    1,00097577    1,90999921    1,91994490    1,93994623    1,94066833    -1,51884399    -1,51884399
3600,00    -0,96829739    1,05151847    1,02718199    1,01243267    1,00630879    1,00088448    1,00146887    1,00265353    1,00385377    1,00095456    1,00199592    1,00300500    1,00400390    1,00100187    1,00200042    1,00299987    1,00399977    1,00099979    1,00199987    1,00299992    1,00399994    1,00099993    1,00199992    1,00299991    1,00399988    1,00099984    1,00199982    1,00299981    1,00399980    1,00099975    1,90999925    1,91993766    1,93993923    1,93983074    -1,60785057    -1,60785057
3700,00    -0,92498903    1,05351325    1,02270687    1,00778647    1,00366401    0,99971876    1,00116654    1,00265737    1,00391250    1,00100549    1,00202484    1,00302023    1,00401413    1,00101247    1,00201095    1,00300998    1,00400999    1,00101177    1,00201163    1,00301087    1,00401077    1,00101254    1,00201232    1,00301151    1,00401146    1,00101343    1,00201329    1,00301255    1,00401264    1,00101498    1,90999924    1,91993045    1,93993226    1,93902917    -1,68720717    -1,68720717
3800,00    -0,89364028    1,03804278    1,01040389    1,00125470    1,00115078    0,99907775    1,00120560    1,00279584    1,00399707    1,00104015    1,00202888    1,00301291    1,00400399    1,00100063    1,00199975    1,00299976    1,00399990    1,00099999    1,00200002    1,00300001    1,00400000    1,00100000    1,00200000    1,00300001    1,00400002    1,00100004    1,00200005    1,00300005    1,00400006    1,00100008    1,90999901    1,91992315    1,93992522    1,93824827    -1,75956336    -1,75956336
3900,00    -0,90008030    1,01528399    0,99555718    0,99537413    0,99980312    0,99924629    1,00158211    1,00302214    1,00408470    1,00106035    1,00202346    1,00300295    1,00399523    1,00099231    1,00199253    1,00299338    1,00399368    1,00099273    1,00199287    1,00299334    1,00399339    1,00099229    1,00199242    1,00299291    1,00399293    1,00099171    1,00199179    1,00299225    1,00399219    1,00099074    1,90999882    1,91991570    1,93991805    1,93747847    -1,82654892    -1,82654892
4000,00    -0,98171630    0,98850365    0,98317592    0,99251967    1,00021542    1,00016652    1,00214205    1,00324514    1,00414322    1,00106346    1,00201682    1,00300021    1,00399719    1,00099765    1,00199886    1,00299961    1,00399992    1,00100002    1,00200004    1,00300003    1,00400003    1,00100003    1,00200003    1,00300002    1,00400002    1,00100001    1,00200001    1,00300000    1,00400000    1,00100000    1,90999875    1,91990807    1,93991069    1,93671328    -1,88924721    -1,88924721
4100,00    -1,07663568    0,96000787    0,97760872    0,99407872    1,00225479    1,00144341    1,00264081    1,00336353    1,00414016    1,00103827    1,00200140    1,00299565    1,00399846    1,00100166    1,00200328    1,00300370    1,00400385    1,00100450    1,00200441    1,00300410    1,00400406    1,00100474    1,00200466    1,00300437    1,00400436    1,00100511    1,00200507    1,00300479    1,00400482    1,00100572    1,90999864    1,91990020    1,93990312    1,93594799    -1,94842030    -1,94842030
4200,00    -1,09688525    0,94161009    0,98190366    0,99960415    1,00505827    1,00252616    1,00286416    1,00332478    1,00407397    1,00099189    1,00198016    1,00298781    1,00399510    1,00099864    1,00200001    1,00300025    1,00400017    1,00100008    1,00200001    1,00299998    1,00399997    1,00099996    1,00199996    1,00299997    1,00399997    1,00099997    1,00199997    1,00299997    1,00399998    1,00099997    1,90999849    1,91989285    1,93989602    1,93520137    -2,00434875    -2,00434875
4300,00    -1,07366412    0,95113836    0,99568263    1,00666012    1,00739899    1,00295800    1,00272308    1,00314976    1,00397730    1,00094987    1,00196832    1,00298618    1,00399497    1,00099764    1,00199820    1,00299812    1,00399788    1,00099735    1,00199733    1,00299749    1,00399750    1,00099708    1,00199713    1,00299731    1,00399731    1,00099685    1,00199687    1,00299704    1,00399702    1,00099647    1,90999979    1,91999179    1,93999217    1,94952424    0,09930178    0,09930178
4400,00    -1,03534530    0,99427209    1,01311135    1,01201034    1,00826889    1,00256580    1,00228037    1,00291393    1,00389261    1,00093204    1,00197301    1,00299348    1,00400016    1,00100146    1,00200099    1,00300042    1,00400012    1,00100002    1,00200000    1,00300001    1,00400002    1,00100003    1,00200003    1,00300003    1,00400003    1,00100003    1,00200003    1,00300003    1,00400003    1,00100003    1,91000011    1,92001770    1,94001746    1,95415354    0,98067929    0,98067929
4500,00    -0,99098746    1,03959561    1,02521848    1,01340016    1,00733584    1,00152001    1,00172000    1,00271396    1,00385277    1,00094231    1,00198845    1,00300286    1,00400456    1,00100379    1,00200245    1,00300166    1,00400142    1,00100161    1,00200160    1,00300152    1,00400153    1,00100179    1,00200177    1,00300166    1,00400166    1,00100194    1,00200193    1,00300182    1,00400184    1,00100218    1,91000025    1,92002734    1,94002684    1,95557263    1,19685397    1,19685397
4600,00    -0,94582408    1,05561825    1,02621620    1,01047446    1,00503090    1,00025704    1,00127559    1,00263312    1,00387358    1,00097509    1,00200686    1,00300917    1,00400511    1,00100219    1,00200055    1,00299999    1,00399989    1,00099991    1,00199995    1,00299997    1,00399998    1,00099997    1,00199997    1,00299997    1,00399997    1,00099997    1,00199997    1,00299997    1,00399997    1,00099997    1,91000034    1,92003469    1,94003397    1,95656354    1,33191261    1,33191261
4700,00    -0,90668831    1,04709868    1,01716853    1,00458104    1,00231011    0,99930201    1,00113563    1,00270729    1,00394805    1,00101874    1,00202277    1,00301202    1,00400394    1,00100021    1,00199898    1,00299886    1,00399897    1,00099891    1,00199898    1,00299906    1,00399906    1,00099890    1,00199892    1,00299898    1,00399898    1,00099880    1,00199881    1,00299887    1,00399886    1,00099865    1,91000043    1,92004128    1,94004036    1,95740046    1,43675845    1,43675845
4800,00    -0,88948055    1,02716608    1,00292865    0,99805505    1,00027662    0,99905792    1,00136142    1,00290602    1,00404534    1,00105560    1,00203022    1,00301092    1,00400228    1,00099955    1,00199925    1,00299957    1,00399984    1,00099997    1,00200001    1,00300002    1,00400002    1,00100002    1,00200002    1,00300002    1,00400002    1,00100002    1,00200002    1,00300002    1,00400002    1,00100003    1,91000054    1,92004759    1,94004646    1,95816148    1,52542326    1,52542326
4900,00    -0,93150562    1,00229454    0,98873188    0,99344079    0,99978177    0,99963594    1,00185810    1,00314441    1,00412331    1,00106876    1,00202467    1,00300497    1,00399939    1,00099875    1,00199950    1,00300011    1,00400043    1,00100063    1,00200064    1,00300059    1,00400058    1,00100068    1,00200067    1,00300063    1,00400063    1,00100074    1,00200073    1,00300069    1,00400070    1,00100083    1,91000064    1,92005380    1,94005247    1,95887961    1,60376936    1,60376936
5000,00    -1,03684334    0,97391355    0,97928736    0,99272902    1,00107650    1,00079675    1,00241469    1,00332120    1,00414868    1,00105224    1,00200802    1,00299623    1,00399604    1,00099762    1,00199909    1,00299980    1,00400001    1,00100005    1,00200003    1,00300000    1,00399999    1,00099998    1,00199998    1,00299998    1,00399998    1,00099998    1,00199998    1,00299998    1,00399998    1,00099998    1,91000074    1,92006004    1,94005849    1,95957213    1,67483649    1,67483649
5100,00    -1,09526407    0,94838716    0,97844269    0,99647441    1,00364307    1,00204434    1,00279507    1,00336231    1,00411141    1,00101382    1,00198814    1,00298924    1,00399454    1,00099770    1,00199929    1,00299977    1,00399981    1,00099970    1,00199966    1,00299965    1,00399965    1,00099958    1,00199959    1,00299961    1,00399961    1,00099954    1,00199955    1,00299957    1,00399957    1,00099949    1,91000084    1,92006636    1,94006459    1,96024931    1,74042347    1,74042347
5200,00    -1,08814941    0,94190451    0,98788557    1,00316800    1,00636899    1,00284435    1,00283911    1,00325090    1,00402750    1,00096998    1,00197368    1,00298721    1,00399577    1,00099927    1,00200030    1,00300034    1,00400018    1,00100008    1,00200002    1,00300001    1,00400000    1,00100001    1,00200001    1,00300001    1,00400001    1,00100001    1,00200001    1,00300001    1,00400001    1,00100001    1,91000095    1,92007281    1,94007081    1,96091787    1,80169364    1,80169364
5300,00    -1,05550849    0,96970328    1,00454521    1,00974635    1,00806066    1,00286172    1,00252976    1,00303382    1,00393193    1,00093871    1,00197023    1,00299047    1,00399868    1,00100102    1,00200106    1,00300064    1,00400035    1,00100026    1,00200022    1,00300021    1,00400021    1,00100025    1,00200025    1,00300024    1,00400024    1,00100028    1,00200028    1,00300026    1,00400027    1,00100032    1,91000107    1,92007943    1,94007719    1,96158250    1,85944887    1,85944887
5400,00    -1,01346079    1,01966402    1,02038250    1,01327266    1,00801392    1,00209825    1,00199818    1,00280236    1,00386486    1,00093306    1,00197909    1,00299751    1,00400189    1,00100202    1,00200105    1,00300036    1,00400007    1,00099997    1,00199997    1,00299998    1,00399999    1,00099999    1,00199999    1,00299999    1,00399999    1,00099999    1,00199999    1,00299999    1,00399999    1,00099999    1,91000119    1,92008625    1,94008374    1,96224667    1,91426891    1,91426891
5500,00    -0,96802956    1,05161270    1,02718885    1,01241607    1,00629595    1,00087812    1,00146740    1,00265409    1,00385482    1,00095571    1,00199683    1,00300566    1,00400437    1,00100225    1,00200068    1,00300001    1,00399983    1,00099979    1,00199982    1,00299985    1,00399986    1,00099984    1,00199985    1,00299985    1,00399985    1,00099983    1,00199983    1,00299984    1,00399984    1,00099980    1,91000132    1,92009328    1,94009051    1,96291303    1,96658876    1,96658876
5600,00    -0,92475643    1,05345948    1,02265096    1,00774878    1,00364426    0,99970800    1,00115996    1,00265172    1,00390618    1,00099720    1,00201607    1,00301157    1,00400516    1,00100172    1,00200022    1,00299984    1,00399986    1,00099992    1,00199997    1,00300000    1,00400001    1,00100001    1,00200001    1,00300001    1,00400001    1,00100001    1,00200001    1,00300001    1,00400001    1,00100001    1,91000142    1,92009977    1,94009679    1,96356301    2,01644703    2,01644703
5700,00    -0,89353079    1,03792362    1,01031829    1,00121501    1,00113791    0,99907552    1,00120626    1,00279645    1,00399714    1,00103985    1,00202848    1,00301256    1,00400373    1,00100042    1,00199961    1,00299969    1,00399989    1,00100002    1,00200007    1,00300009    1,00400009    1,00100010    1,00200010    1,00300009    1,00400009    1,00100011    1,00200011    1,00300010    1,00400010    1,00100012    1,91000009    1,92000006    1,93999988    1,94912034    -0,15164480    -0,15164480
5800,00    -0,90032167    1,01513740    0,99547322    0,99534788    0,99980223    0,99925281    1,00158857    1,00302725    1,00408925    1,00106558    1,00202878    1,00300816    1,00400064    1,00099882    1,00199905    1,00299955    1,00399986    1,00099998    1,00200001    1,00300001    1,00400000    1,00100000    1,00200000    1,00300000    1,00400000    1,00100000    1,00200000    1,00300000    1,00400000    1,00099999    1,90999978    1,91997372    1,93997418    1,94449880    -1,01282212    -1,01282212
5900,00    -0,98238216    0,98833459    0,98311965    0,99251578    1,00022360    1,00017392    1,00214578    1,00324653    1,00414366    1,00106365    1,00201696    1,00300034    1,00399730    1,00099775    1,00199892    1,00299964    1,00399991    1,00099998    1,00199998    1,00299997    1,00399996    1,00099994    1,00199994    1,00299994    1,00399994    1,00099993    1,00199993    1,00299994    1,00399994    1,00099993    1,90999964    1,91996312    1,93996388    1,94297523    -1,23588662    -1,23588662
